MBRD;SIFK;PART;GLAV;SALD;RATA;POCE
0004864;001;0409967761058;5000;85850;150;N
0004890;001;1607967761015;5000;85850;150;N
0004897;001;2012967761015;5000;85850;150;N
0004908;001;0405958761023;5000;85850;150;N
0004912;001;3010962766036;5000;85850;150;N
0004914;001;0205965761010;5000;86450;150;N
0004921;001;0102965766038;5000;85850;150;N
0004929;001;1706962766025;5000;85850;150;N
0004934;001;0408968766022;5000;85950;150;N
0005030;001;3103962761016;5000;85850;150;N
0005084;001;2009966761010;5000;85850;150;N
0005098;001;1809967761513;5000;85950;150;N
0005134;001;2809968761014;5000;85850;150;N
0005137;001;2110968766012;5000;86050;150;N
0005154;001;1806968761526;5000;85850;150;N
0005164;001;2104967761025;5000;85850;150;N
0005186;001;1512968766028;5000;85850;150;N
0005189;001;0101968766024;100000;90650;150;N
0005202;001;1506967761529;5000;85850;150;N
0005224;001;1007963766015;100000;89400;150;N
0005226;001;0507969761014;5000;85850;150;N
0005245;001;0507962761027;100000;90050;150;N
0005261;001;2407968761013;5000;86150;150;N
0005266;001;2808965183897;5000;85850;150;N
0005278;001;2201969761028;5000;86750;150;N
0005312;001;2103968761030;5000;86000;150;N
0005314;001;1907969761040;5000;85850;150;N
0005315;001;2907962180879;5000;87750;150;N
0005318;001;0809965761016;5000;86900;150;N
0005325;001;0712969721414;5000;85850;150;N
0005330;001;1009962761020;5000;85850;150;N
0005342;001;0508969761029;5000;85850;150;N
0005362;001;0806961766030;5000;85850;150;N
0005371;001;2108964742912;5000;85850;150;N
0005377;001;0509966761059;5000;85850;150;N
0005431;001;0202969761027;5000;85850;150;N
0005484;001;1612962761029;5000;86900;150;N
0005505;001;0310966761511;5000;85850;150;N
0005509;001;0706965761012;100000;86350;150;N
0005519;001;0202966766052;5000;85850;150;N
0005524;001;2204964766020;5000;85850;150;N
0005536;001;2409973761024;5000;85850;150;N
0005538;001;1906969766011;5000;85850;150;N
0005541;001;2703963766015;5000;85850;150;N
0005548;001;2810968761012;5000;85850;150;N
0005554;001;2006975761024;5000;85850;150;N
0005565;001;2201962761030;5000;85850;150;N
0005566;001;2008976761012;5000;85850;150;N
0005567;001;1601971761013;5000;85850;150;N
0005571;001;3112973761033;5000;85850;150;N
0005572;001;1401973761038;5000;85850;150;N
0005577;001;1107970766025;5000;85850;150;N
0005600;001;0503975761012;5000;85850;150;N
0005605;001;1003966766010;100000;97900;100;N
0005607;001;2102972761014;5000;85850;150;N
0005609;001;1010962766039;5000;86150;150;N
0005617;001;0405975766012;5000;85850;150;N
0005624;001;1804972766025;5000;85850;150;N
0005631;001;2502973761016;5000;85850;150;N
0005635;001;2112975761029;5000;85850;150;N
0005638;001;0504963761536;5000;85850;150;N
0005641;001;5404971761017;100000;85850;150;N
0005642;001;1012976761016;5000;85850;150;N
0005653;001;0710964761024;5000;85850;150;N
0005680;001;2109975766046;5000;85950;150;N
0005682;001;2202977766027;100000;90650;150;N
0005689;001;1305978761010;10000;85850;150;N
0005692;001;2701975761024;5000;85850;150;N
0005706;001;1009978761012;5000;85850;150;N
0005707;001;3011972761012;5000;85850;150;N
0005709;001;2409976761025;100000;87150;150;N
0005713;001;1406978761011;50000;85850;150;N
0005714;001;0201971761011;5000;85850;150;N
0005723;001;1707976761022;5000;85850;150;N
0005724;001;1309971761010;5000;85850;150;N
0005726;001;2507965761564;5000;85850;150;N
0005731;001;0910978761018;5000;85850;150;N
0005735;001;0901973766012;5000;85850;150;N
0005737;001;0103976761018;5000;85850;150;N
0005750;001;3010972761016;5000;85850;150;N
0005795;001;1209985761027;100000;90350;150;N
0005797;001;1609962761028;100000;90850;150;N
0005801;001;1607961761528;100000;90650;150;N
0005821;001;2811984761010;100000;90650;150;N
0005832;001;0202973721617;5000;85850;150;N
0005866;001;0603988761059;150000;149700;150;N
0005875;001;2508968766016;100000;86950;150;N
0005901;001;2010969761028;100000;87150;150;N
0005919;001;0910965761515;100000;90650;150;N
0005920;001;0810970761049;100000;94450;150;N
0005946;001;2510992761046;5000;85850;150;N
0005978;001;2003978761026;100000;90650;150;N
0005979;001;0501987761023;5000;85850;150;N
0005999;001;2004983761014;10000;85850;150;N
0006010;001;1608984761033;100000;87350;150;N
0006012;001;1706991761016;100000;90850;150;N
0006013;001;2901956761012;100000;97400;100;N
0006025;001;0707984761054;100000;86550;150;N
0006075;001;2102983761016;100000;88350;150;N
0006099;001;0406985761023;100000;90650;150;N
0006134;001;0411965761012;100000;94950;150;N
0006187;001;2409995761044;100000;94350;150;N
0006234;001;2709964761015;100000;91650;150;N
0006264;001;02;100000;95550;150;N
0006293;001;1309984761028;100000;90850;150;N
0006297;001;0408992766017;150000;150000;150;D
0006400;001;0511963761044;100000;91000;150;N
0006444;001;2308980761020;100000;91950;150;N
0006469;001;1608999761021;100000;92850;150;N
0006484;001;2110999761027;100000;92950;150;N
0006500;001;0403959761512;100000;94000;150;N
0006505;001;1808959761028;100000;93250;150;N
0006526;001;0309990761036;100000;93050;150;N
0006549;001;0905993766014;100000;93800;150;N
0006559;001;0703975860036;100000;94650;150;N
0006571;001;2001983721838;100000;95150;150;N
0006576;001;2301981766013;100000;94800;150;N
0006587;001;1304972766014;100000;95550;150;N
0006616;001;2304986761019;100000;97450;150;N
0006617;001;1312992766013;100000;98000;150;N
0006620;001;2405986761028;150000;148650;150;N
0006724;001;2901982761020;100000;99250;150;N
0007484;001;3011968766042;5000;85850;150;N
0007777;001;0111970761043;5000;85850;150;N
0007905;001;0406968766011;5000;85850;150;N
0008318;001;1407965766010;5000;85850;150;N
0008523;001;0210972766040;50000;85850;150;N
0009185;001;1808976761015;5000;85850;150;N
0009188;001;2706976761011;5000;85850;150;N
0009197;001;3103977761012;5000;85850;150;N
0009230;001;0907975766018;100000;90650;150;N
0009233;001;2003970766029;100000;85850;150;N
0009297;001;2510970766028;5000;85850;150;N
0009326;001;0101978766014;5000;85850;150;N
0009354;001;0112971748314;5000;85850;150;N
0009363;001;3007978766027;5000;85850;150;N
0009480;001;1211977761012;100000;89350;150;N
0009611;001;1104975761022;5000;85850;150;N
0009622;001;2304981761037;5000;86650;150;N
0009672;001;2808980761015;5000;85850;150;N
0009674;001;0405976761014;5000;85850;150;N
0009678;001;0603969766015;5000;85850;150;N
0009699;001;0605975761028;5000;85850;150;N
0009840;001;1912977761029;5000;86000;150;N
0009859;001;3010980761017;5000;85850;150;N
0009891;001;2509972761033;5000;85850;150;N
0009895;001;1503980761016;5000;85850;150;N
0010288;001;2512982761016;100000;90650;150;N
0010304;001;2407980761010;5000;85850;150;N
0005342;002;0049507026329;174705.88;134176.77;3120.39;N
0006096;002;0049515075886;689966.16;449326.83;11491.77;N
0006519;002;0049536005012;1241244.48;937003.81;12929.63;N
0006549;002;5187133001710006;17218.95;5739.67;1434.91;N
0006571;002;5189261114354632;14844.02;14844.02;1237;D
0006096;003;585189262051359485;37718.02;3771.82;1885.9;N
0000800;005;1124;3593;3593;3593;D
0000939;005;1124;910;910;910;D
0001008;005;1124;3718;3718;3718;D
0002596;005;1124;2465;2465;2465;D
0002999;005;1124;1925;1925;1925;D
0003068;005;1124;458;458;458;D
0003074;005;1124;619;619;619;D
0003099;005;0824;4564;4564;4564;N
0003099;005;1024;4749;4749;4749;N
0003099;005;1124;4446;4446;4446;D
0003099;005;;8164;8164;8164;N
0003099;005;0924;4352;4352;4352;N
0003595;005;0824;2553;156.87;156.87;N
0003595;005;1024;2548;2548;2548;N
0003595;005;1124;2560;2560;2560;D
0003595;005;0924;2450;2450;2450;N
0003641;005;1124;2039;2039;2039;D
0003839;005;1124;840;840;840;D
0003849;005;1124;3500;3500;3500;D
0003981;005;1124;6296;6296;6296;D
0003998;005;1124;2228;2228;2228;D
0004013;005;1124;1225;1225;1225;D
0004026;005;1124;910;910;910;D
0004086;005;1124;2396;2396;2396;D
0004087;005;1124;1710;1710;1710;D
0004162;005;1124;2460;2460;2460;D
0004166;005;1124;5494;5494;5494;D
0004248;005;1124;5592;5592;5592;D
0004255;005;1124;1253;1253;1253;D
0004261;005;1124;609;609;609;D
0004269;005;1124;2108;2108;2108;D
0004302;005;1124;2771;2771;2771;D
0004331;005;1124;1608;1608;1608;D
0004337;005;1124;288;288;288;D
0004354;005;1124;1802;1802;1802;D
0004389;005;1124;2450;2450;2450;D
0004392;005;0824;1079;1079;1079;N
0004392;005;1024;1418;1418;1418;N
0004392;005;1124;1129;1129;1129;D
0004392;005;;1582;1582;1582;N
0004392;005;0924;1129;1129;1129;N
0004393;005;1124;9285;9285;9285;D
0004396;005;1124;5647;5647;5647;D
0004397;005;1124;4576;4576;4576;D
0004430;005;1124;2503;2503;2503;D
0004463;005;1124;576;576;576;D
0004473;005;1124;455;455;455;D
0004479;005;1124;1198;1198;1198;D
0004507;005;1124;455;455;455;D
0004510;005;1124;1935;1935;1935;D
0004513;005;1124;2756;2756;2756;D
0004514;005;1124;334;334;334;D
0004548;005;1124;3215;3215;3215;D
0004553;005;1124;918;918;918;D
0004557;005;1124;288;288;288;D
0004565;005;1124;2265;2265;2265;D
0004583;005;1124;931;931;931;D
0004594;005;1124;1176;1176;1176;D
0004611;005;1124;4340;4340;4340;D
0004618;005;1124;455;455;455;D
0004623;005;1124;504;504;504;D
0004624;005;1124;288;288;288;D
0004634;005;1124;8229;8229;8229;D
0004638;005;1124;630;630;630;D
0004657;005;1124;455;455;455;D
0004663;005;1124;4135;4135;4135;D
0004668;005;1124;9977;9977;9977;D
0004695;005;1124;917;917;917;D
0004699;005;1124;4815;4815;4815;D
0004703;005;1124;5162;5162;5162;D
0004712;005;1124;1005;1005;1005;D
0004722;005;1124;1710;1710;1710;D
0004723;005;1124;905;905;905;D
0004729;005;1124;3276;3276;3276;D
0004730;005;1124;1492;1492;1492;D
0004734;005;1124;4537;4537;4537;D
0004735;005;1124;840;840;840;D
0004759;005;1124;1513;1513;1513;D
0004763;005;1124;1698;1698;1698;D
0004773;005;1124;1628;1628;1628;D
0004864;005;1124;2390;2390;2390;D
0004866;005;1124;455;455;455;D
0004868;005;1124;2493;2493;2493;D
0004870;005;1124;288;288;288;D
0004873;005;1124;889;889;889;D
0004890;005;1124;758;758;758;D
0004897;005;1124;2839;2839;2839;D
0004914;005;0824;25553;25553;25553;N
0004914;005;1024;25290;25290;25290;N
0004914;005;1124;25177;25177;25177;D
0004914;005;;25133;25133;25133;N
0004914;005;0924;25186;25186;25186;N
0004921;005;1124;4745;4745;4745;D
0004934;005;1124;2075;2075;2075;D
0004935;005;1124;3859;3859;3859;D
0005004;005;1124;288;288;288;D
0005022;005;1124;1996;1996;1996;D
0005030;005;1124;1976;1976;1976;D
0005084;005;1124;455;455;455;D
0005091;005;1124;323;323;323;D
0005097;005;1124;7404;7404;7404;D
0005116;005;1124;4567;4567;4567;D
0005137;005;1124;1801;1801;1801;D
0005154;005;1124;1703;1703;1703;D
0005164;005;1124;31894;31894;31894;D
0005166;005;1124;422;422;422;D
0005189;005;1124;4615;4615;4615;D
0005202;005;1124;2243;2243;2243;D
0005226;005;1124;2958;2958;2958;D
0005255;005;1124;8150;8150;8150;D
0005261;005;1124;650;650;650;D
0005278;005;0824;2313;2313;2313;N
0005278;005;1024;1824;1824;1824;N
0005278;005;1124;1532;1532;1532;D
0005278;005;;3558;3558;3558;N
0005278;005;5;3487;3487;3487;N
0005278;005;06/24;2645;2645;2645;N
0005278;005;0924;1548;1548;1548;N
0005312;005;1024;1591;1591;1591;N
0005312;005;1124;1416;1416;1416;D
0005315;005;0824;1174;1174;1174;N
0005315;005;1024;889;889;889;N
0005315;005;1124;881;881;881;D
0005315;005;;1106;1106;1106;N
0005315;005;5;1576;1576;0;N
0005315;005;3;979;979;979;N
0005315;005;4;1113;1113;1113;N
0005315;005;1;909;909;0;N
0005315;005;12;1089;1089;0;N
0005315;005;7;1313;1313;0;N
0005315;005;8;1371;1371;0;N
0005315;005;9;1221;1221;0;N
0005315;005;11;1201;1201;0;N
0005315;005;2;895;895;895;N
0005315;005;10;1708;1708;0;N
0005315;005;06/24;952;952;952;N
0005315;005;0924;940;940;940;N
0005317;005;1124;850;850;850;D
0005330;005;1124;1063;1063;1063;D
0005362;005;1124;1956;1956;1956;D
0005371;005;1124;2450;2450;2450;D
0005377;005;1124;3351;3351;3351;D
0005399;005;11;1151;1151;1151;D
0005415;005;1124;2832;2832;2832;D
0005431;005;1124;630;630;630;D
0005443;005;1124;1526;1526;1526;D
0005499;005;1124;2753;2753;2753;D
0005505;005;1124;1103;1103;1103;D
0005506;005;1124;1335;1335;1335;D
0005511;005;1124;654;654;654;D
0005524;005;1124;2732;2732;2732;D
0005536;005;1124;687;687;687;D
0005538;005;1124;9804;9804;9804;D
0005540;005;1124;4576;4576;4576;D
0005541;005;1124;3045;3045;3045;D
0005548;005;1124;288;288;288;D
0005558;005;1124;2653;2653;2653;D
0005561;005;1124;4900;4900;4900;D
0005563;005;1124;1332;1332;1332;D
0005566;005;1124;576;576;576;D
0005567;005;1124;288;288;288;D
0005571;005;1124;1548;1548;1548;D
0005572;005;1124;3596;3596;3596;D
0005574;005;11;1550;1550;1550;D
0005576;005;1124;2159;2159;2159;D
0005593;005;1024;553;553;553;N
0005593;005;1124;1140;1140;1140;D
0005593;005;0924;669;669;669;N
0005598;005;1124;1777;1777;1777;D
0005599;005;1124;3695;3695;3695;D
0005600;005;1124;5223;5223;5223;D
0005605;005;1124;918;918;918;D
0005609;005;1124;1068;1068;1068;D
0005610;005;1124;4498;4498;4498;D
0005613;005;1124;2037;2037;2037;D
0005616;005;1124;6275;6275;6275;D
0005617;005;1124;5743;5743;5743;D
0005624;005;1124;2101;2101;2101;D
0005625;005;1124;2800;2800;2800;D
0005627;005;1124;910;910;910;D
0005628;005;1124;7202;7202;7202;D
0005631;005;1124;2431;2431;2431;D
0005635;005;1124;410;410;410;D
0005638;005;1124;1545;1545;1545;D
0005641;005;1124;485;485;485;D
0005642;005;1124;288;288;288;D
0005643;005;1124;1006;1006;1006;D
0005649;005;1124;1552;1552;1552;D
0005653;005;1124;864;864;864;D
0005662;005;1124;4496;4496;4496;D
0005669;005;1124;5760;5760;5760;D
0005680;005;1124;4130;4130;4130;D
0005695;005;1124;410;410;410;D
0005713;005;1124;1269;1269;1269;D
0005721;005;1124;3510;3510;3510;D
0005722;005;1124;9454;9454;9454;D
0005724;005;1124;671;671;671;D
0005726;005;1124;1225;1225;1225;D
0005729;005;1124;1623;1623;1623;D
0005735;005;1124;2699;2699;2699;D
0005737;005;1124;1225;1225;1225;D
0005740;005;1124;3014;3014;3014;D
0005744;005;1124;288;288;288;D
0005756;005;1124;700;700;700;D
0005793;005;1124;4001;4001;4001;D
0005865;005;1124;641;641;641;D
0005866;005;1124;4718;4718;4718;D
0005887;005;1124;1680;1680;1680;D
0005896;005;1124;2677;2677;2677;D
0005898;005;1124;2905;2905;2905;D
0005901;005;1124;2906;2906;2906;D
0005910;005;1124;3757;3757;3757;D
0005913;005;1124;306;306;306;D
0005919;005;1124;2094;2094;2094;D
0005920;005;1124;2460;2460;2460;D
0005922;005;1124;10473;10473;10473;D
0005938;005;1124;1219;1219;1219;D
0005940;005;1124;1768;1768;1768;D
0005946;005;1124;759;759;759;D
0005961;005;1124;1513;1513;1513;D
0005979;005;1124;400;400;400;D
0005987;005;1124;6771;6771;6771;D
0005999;005;1124;1595;1595;1595;D
0006001;005;1124;4626;4626;4626;D
0006007;005;1124;6440;6440;6440;D
0006014;005;1124;5189;5189;5189;D
0006016;005;1124;4037;4037;4037;D
0006017;005;1124;2498;2498;2498;D
0006018;005;1124;288;288;288;D
0006021;005;1124;577;577;577;D
0006027;005;1124;383;383;383;D
0006032;005;1124;713;713;713;D
0006052;005;1124;2753;2753;2753;D
0006055;005;1124;1902;1902;1902;D
0006067;005;1124;4461;4461;4461;D
0006075;005;1124;1201;1201;1201;D
0006076;005;1124;600;600;600;D
0006086;005;1124;6665;6665;6665;D
0006089;005;1124;876;876;876;D
0006090;005;1124;744;744;744;D
0006092;005;1124;367;367;367;D
0006097;005;1124;2162;2162;2162;D
0006099;005;1124;3521;3521;3521;D
0006100;005;1124;2522;2522;2522;D
0006119;005;1124;1225;1225;1225;D
0006120;005;1124;9285;9285;9285;D
0006129;005;1124;995;995;995;D
0006138;005;1124;436;436;436;D
0006154;005;1124;972;972;972;D
0006163;005;1124;550;550;550;D
0006168;005;1124;299;299;299;D
0006170;005;1124;4760;4760;4760;D
0006174;005;1124;903;903;903;D
0006219;005;1124;4670;4670;4670;D
0006224;005;1124;2994;2994;2994;D
0006231;005;1124;288;288;288;D
0006234;005;0824;1417;1417;1417;N
0006234;005;1024;1115;1115;1115;N
0006234;005;1124;1195;1195;1195;D
0006234;005;;2005;2005;2005;N
0006234;005;5;1571;1571;1571;N
0006234;005;4;1335;1335;1335;N
0006234;005;3;1311;1311;1311;N
0006234;005;9;785;785;785;N
0006234;005;11;323;323;323;N
0006234;005;12;1041;1041;1041;N
0006234;005;2;1333;1333;1333;N
0006234;005;10;566;566;566;N
0006234;005;06/24;1621;1621;1621;N
0006234;005;0924;1441;1441;1441;N
0006261;005;1124;1225;1225;1225;D
0006263;005;1124;8726;8726;8726;D
0006264;005;1124;650;650;650;D
0006267;005;1124;455;455;455;D
0006290;005;1124;5843;5843;5843;D
0006402;005;1124;3699;3699;3699;D
0006405;005;1124;288;288;288;D
0006414;005;1124;288;288;288;D
0006415;005;1124;1150;1150;1150;D
0006433;005;1124;7915;7915;7915;D
0006434;005;1124;1365;1365;1365;D
0006443;005;1124;1836;1836;1836;D
0006449;005;1124;1328;1328;1328;D
0006450;005;1124;1225;1225;1225;D
0006460;005;1124;707;707;707;D
0006461;005;1124;2590;2590;2590;D
0006467;005;1124;1920;1920;1920;D
0006474;005;1124;4640;4640;4640;D
0006475;005;1124;576;576;576;D
0006483;005;1124;2115;2115;2115;D
0006486;005;1124;3325;3325;3325;D
0006489;005;1124;380;380;380;D
0006495;005;1124;419;419;419;D
0006506;005;1124;1234;1234;1234;D
0006516;005;1124;2530;2530;2530;D
0006519;005;0824;127783;127783;10000;N
0006526;005;1124;16998;16998;16998;D
0006531;005;1124;1225;1225;1225;D
0006537;005;1124;3150;3150;3150;D
0006545;005;1124;1225;1225;1225;D
0006547;005;1124;2227;2227;2227;D
0006549;005;1124;7491;7491;7491;D
0006557;005;1124;1870;1870;1870;D
0006565;005;1124;750;750;750;D
0006568;005;1124;2070;2070;2070;D
0006571;005;1124;3445;3445;3445;D
0006588;005;1124;1225;1225;1225;D
0006593;005;1124;2645;2645;2645;D
0006593;005;5;2645;2645;0;N
0006596;005;1124;2474;2474;2474;D
0006622;005;1124;2483;2483;2483;D
0006643;005;11/6526;63310.38;63310.38;5000;D
0006645;005;1124;1228;1228;1228;D
0006656;005;1124;1800;1800;1800;D
0006688;005;1124;11346;11346;11346;D
0006706;005;1124;16145;16145;16145;D
0006731;005;1124;1225;1225;1225;D
0006792;005;1124;737;737;737;D
0007905;005;1124;6116;6116;6116;D
0008247;005;1124;288;288;288;D
0008252;005;1124;576;576;576;D
0008253;005;1124;2773;2773;2773;D
0008529;005;1124;5025;5025;5025;D
0009185;005;1124;3682;3682;3682;D
0009188;005;1124;1519;1519;1519;D
0009197;005;1124;9343;9343;9343;D
0009215;005;1124;5194;5194;5194;D
0009230;005;1124;2453;2453;2453;D
0009233;005;1124;9008;9008;9008;D
0009233;005;3;12840;6418;1012;N
0009354;005;1124;2080;2080;2080;D
0009359;005;1124;309;309;309;D
0009363;005;1124;3619;3619;3619;D
0009390;005;1124;2151;2151;2151;D
0009405;005;1124;6574;6574;6574;D
0009480;005;04;24950;9950;1000;N
0009480;005;1124;1225;1225;1225;D
0009621;005;1124;1225;1225;1225;D
0009672;005;1124;1586;1586;1586;D
0009674;005;1124;288;288;288;D
0009678;005;1124;1048;1048;1048;D
0009703;005;1124;576;576;576;D
0009840;005;1124;1409;1409;1409;D
0009861;005;1124;443;443;443;D
0009891;005;1124;2480;2480;2480;D
0009895;005;1124;2766;2766;2766;D
0009947;005;1124;864;864;864;D
0009954;005;1124;5487;5487;5487;D
0010012;005;1124;679;679;679;D
0010278;005;1124;877;877;877;D
0010288;005;1124;4078;4078;4078;D
0010299;005;1124;4457;4457;4457;D
0010304;005;1124;5988;5988;5988;D
0010304;005;1;8871;3871;500;N
0010306;005;1024;5677;5677;5677;N
0010306;005;1124;4362;4362;4362;D
0010342;005;1124;3640;3640;3640;D
0010438;005;1124;615;615;615;D
0010457;005;1124;2610;2610;2610;D
0004162;007;135-31-1;229398.89;144848.03;1684.28;N
0004430;007;;848460.36;748721.11;3466.3;N
0004770;007;4833/02;702153.46;659027.65;3108.62;N
0005505;007;11;473807.75;427613.1;4501.19;N
0005558;007;60-12-0/OTKUP;533945.44;347833.83;3780.8;N
0005592;007;5060;600658.67;450196.77;4130.25;N
0005613;007;194-12-0;583364.16;534615.75;2582.68;N
0005621;007;197-10-0;484214.62;180991.37;18099.14;N
0005653;007;199-4-0;1089370.68;1049826.41;4392.58;N
0004013;008;5;15790;6316;1579;N
0004255;008;6;10500;5250;1050;N
0004255;008;5;16100;6440;1610;N
0004255;008;5;11790;4716;1179;N
0004618;008;11;15690;15690;2242;D
0005137;008;11;2800;2800;467;D
0005524;008;8;7800;4875;975;N
0005524;008;10;9300;8370;930;N
0005540;008;2;23690;2369;2369;N
0005541;008;10;6500;5571;929;N
0005561;008;5;21800;8720;2180;N
0005572;008;8;10490;7343;1049;N
0005572;008;2;11790;1179;1179;N
0005737;008;6;4800;800;800;N
0005737;008;9;14800;11100;1850;N
0005793;008;6;11700;5850;1170;N
0005862;008;8;35290;24703;3529;N
0005978;008;5;14400;5760;1440;N
0005978;008;8;39160;27412;3916;N
0005978;008;10;21700;19530;2170;N
0005978;008;2;7140;714;714;N
0006154;008;6;10590;5295;1059;N
0006154;008;8;6900;3942;986;N
0006225;008;10;9500;8550;950;N
0006680;008;6;7800;1300;1300;N
0007777;008;11;14300;14300;3575;D
0009326;008;8;6900;3942;986;N
0009611;008;6;9100;1515;1515;N
0009674;008;9;31100;24880;3110;N
0009859;008;8;7800;1950;1950;N
0010304;008;9;15000;4000;500;N
0003789;010;10;26000;21666;4334;N
0004261;010;10;7000;5833;1167;N
0004548;010;10;9000;7500;1500;N
0004623;010;10;12000;10000;2000;N
0005164;010;10;14500;12083;2417;N
0005255;010;10;9000;7500;1500;N
0005431;010;10;7000;5833;1167;N
0005565;010;10;9000;7500;1500;N
0005600;010;10;18000;15000;3000;N
0005610;010;10;13000;10833;2167;N
0005649;010;10;30000;25000;5000;N
0005688;010;10;13500;11250;2250;N
0005708;010;10;21000;17500;3500;N
0005779;010;10;9000;7500;1500;N
0005814;010;10;14000;11666;2334;N
0005932;010;10;9500;7916;1584;N
0006007;010;10;18500;15416;3084;N
0006162;010;10;15000;12500;2500;N
0006406;010;10;8500;7083;1417;N
0006643;010;10;17000;14166;2834;N
0006676;010;10;9000;7500;1500;N
0009621;010;10;15500;12916;2584;N
0009712;010;10;8500;7083;1417;N
0009714;010;10;9500;7916;1584;N
0004013;012;10;2675.27;2006.27;669;N
0004026;012;10;8659.31;6494.31;2165;N
0004248;012;0824;17448.31;0.01;0.01;N
0004326;012;11;24373.07;24373.07;8125;D
0004393;012;10;16124.95;10749.95;5375;N
0004434;012;10;26272.18;19703.18;6569;N
0004668;012;0824;10887.25;0.01;0.01;N
0004759;012;10;16053.1;12039.1;4014;N
0004769;012;4;15309.29;15309.29;0;N
0004769;012;10;30023.59;22517.59;7506;N
0004836;012;11;16502.73;16502.73;5501;D
0005137;012;10;18095.38;13571.38;4524;N
0005137;012;10;11314.51;8485.51;2829;N
0005325;012;10;11074.69;8305.69;2769;N
0005330;012;10;14026.61;10519.61;3507;N
0005336;012;10;6350.84;4762.84;1588;N
0005536;012;10;9417.22;7062.22;2355;N
0005538;012;11;10380.48;10380.48;3461;D
0005538;012;11;14067.95;14067.95;4690;D
0005540;012;0824;11527.63;0.01;0.01;N
0005682;012;10;12100.91;9074.91;3026;N
0005682;012;3;14826.95;14826.95;0;N
0005682;012;11;8008.54;8008.54;2670;D
0005682;012;10;17794.78;4794.78;1000;N
0005946;012;10;11526.42;8644.42;2882;N
0005946;012;11;22980.09;22980.09;7661;D
0005978;012;9;13969.23;4655.23;4655.23;N
0005978;012;10;13162.88;9871.88;3291;N
